,Bandgap,SMILES,ID
52,3.397648,O(c1ccc(Cc2[nH]nnn2)cc1)CC,2224930.0
53,3.72521,c1(ccc(cc1)C12C3C4C5C3C1C5C24)C12C3C4C5C3C1C5C24,4116372.0
54,3.531188,[Si]([C@@H]1C[C@@H]2C(=O)OC[C@@]3([C@@H]2C=C1)CCCC([C@H]3COC(=O)C=C)(C)C)(C)(C)C,1513565.0
55,4.635804,O=C1O[C@@H](C1(C)C)[C@@H]1OC(OC1)(C)C,4030997.0
56,4.951791,O=C([O-])C[NH3+],7219318.0
58,3.517442,Brc1ccc([C@H]2[C@@H](N(c3c2cccc3)C(=O)C(C)(C)C)/C=C/c2ccccc2)cc1,4026881.0
59,3.3405220000000004,N1(S(=O)(=O)c2ccc(C)cc2)[C@H]2c3ccccc3C(=C)[C@@H]1CC2(C(=O)OC)C(=O)OC,1501913.0
60,4.653888,ClC([C@H](C(=O)OCCCCCCCCOC(=O)[C@@H](C(Cl)(Cl)Cl)O)O)(Cl)Cl,7203265.0
62,4.0719080000000005,Brc1cc([C@H](O)CC(=O)O)ccc1,2101905.0
63,2.192302,C(=N\Nc1ccc(cc1)Cl)/c1ccccn1,7226238.0
64,3.4235360000000004,n1c(cccc1C)C(=C=C(c1nc(ccc1)C)C(C)(C)C)C(C)(C)C,2208414.0
65,4.124868,O1C(=O)C[C@@H](C[C@@H]1CI)c1ccccc1,7150034.0
66,4.602848,N12[C@@H](CC[C@H]1[C@H](CC2=O)NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C,4025552.0
67,0.964325,C1(c2cccc3CCN(c4ccc(cc4N1)C(=O)OC)c23)c1cccc(c1)N(=O)=O,7151815.0
68,2.887136,[Se](=O)(c1cccc2ccccc12)c1ccccc1,4021814.0
70,2.538273,O(c1ccc(C(=N\O)/C=C/c2c(OC)cccc2)cc1)CC,7217020.0
71,3.753453,N1(CCCCC1)Cc1c(O)c(cc(c1)C)C(C)(C)C,2200321.0
72,2.236145,c12c(c3c(cccc3)s1)cc1c(c2)c2c(cccc2)s1,7103002.0
74,3.622543,s1c(N)nnc1C,2012267.0
75,2.615848,Nc1c(F)c(F)c(F)c(F)c1F,2213958.0
77,3.666658,Brc1ccc(NC(=O)C[C@@H](/C=C/C(F)(F)F)c2ccccc2)cc1,7155026.0
79,2.3826720000000003,N1=C2OC(=C([C@@H]3[C@]2([C@H](C(=C1N)C#N)CCC3)C#N)C(=O)OCC)C,7218766.0
80,3.097776,O1[C@@H](c2c3ccccc3oc2C[C@@H]1c1ccc(C#N)cc1)CC(=O)OCC,7153969.0
83,3.175872,c12ccccc1cccc2C(=O)N1C(C)(C)OC(=O)[C@@]1(C)[C@@H](c1ccccc1F)O,1513458.0
84,3.042078,n12c(nnc1cccc2)c1ccccc1,7154416.0
85,3.16589,c12ccccc1c(C(=O)OCC)nn2C(=O)OCC,4023177.0
86,4.00747,n1(nnnc1)CCN1C(=O)OCC1,7053128.0
88,2.723086,OC(=O)c1nccnc1,2207725.0
89,1.829592,o1c([C@H]2N(N=C(C)C2)c2ccc(N(=O)=O)cc2)ccc1,2211363.0
90,2.004494,Ic1ccc(C(=O)C(=O)c2ccc(cc2)I)cc1,4500396.0
91,3.448356,N(C(=O)C(=C(O)/C)/C#N)(c1ccccc1)C,4025361.0
92,2.797049,C(=C(/C#N)N)(/C#N)C#N,2015077.0
93,5.202388,P(=O)(OCCCCCCCCCCCCCC)(OCCCCCCCCCCCCCC)O,4504831.0
94,3.723754,[Si](c1ccccc1)([C@@H]1CC(=O)[C@@]23[C@@H]4[C@]1(C)CO[C@H]4CC(=C)[C@@H]2[C@@](OC3)(OC)C)(C)C,4031812.0
97,4.848601,C1(CC(=O)OC1(C)C)C(=O)O,2018584.0
98,2.95697,S1CCO[C@@]21CCC[C@H]1C2=CCC(=C1C(=O)OC)C(=O)OC,2011698.0
99,2.807694,s1c2c(nc1n1nnc3c1cccc3)cccc2,4029070.0
100,2.42543,COC(=O)c1ccccc1N(c1ccccc1C(=O)OC)c1ccccc1C(=O)OC,4000134.0
101,2.7301450000000003,c1cccc2c1C1(c3ccccc3C2c2c1cc(C)c(C)c2)[c]12[Fe]3456789([cH]1[cH]3[cH]4[cH]25)[cH]1[cH]9[cH]8[cH]7[cH]61,4081667.0
103,1.421995,C1(=C2N(CCN2c2c3ccccc3ccc2)c2c3ccccc3ccc2)N(CCN1c1c2ccccc2ccc1)c1c2ccccc2ccc1,4107817.0
104,2.51685,O1C2N(CCC2)c2c1c(c1CC3=C(Oc1c2C)CC(CC3=O)(C)C)C,4021848.0
105,2.364401,Clc1cc(C(=O)/C=C/c2cocc2)ccc1,2241084.0
107,2.517485,s1c(/C(=C\C(=O)c2ccccc2)C(F)(F)F)ccc1,1518263.0
109,4.005536,CC#CC(=O)O,7054721.0
110,3.925599,O1c2c([C@H]3C=CC[C@H]([C@H]3C1=O)C)cccc2,4021846.0
111,3.600439,O=C(Nc1ncccc1)c1c(cccc1)C,7212665.0
113,4.6853430000000005,O=C(NC(C)(C)C)CCCC(=O)O,2203126.0
114,2.04505,c1(ccc(cc1)/N=N/c1ccc(cc1)Br)Br,4508439.0
115,4.11279,CC(C(=O)N)C(=O)N,2011375.0
116,3.337676,c1(ccc(cc1)CC(=O)OC(C)(C)C)NNC(C)(C)C(=O)OC,4026754.0
117,4.22719,FC(F)(F)C(OC1(Oc2c(CCC1)cccc2)Cc1ccccc1)C(F)(F)F,1542951.0
118,1.947133,P12P3P4c5c(P1P4P1P2c2ccccc2P31)cccc5,7102897.0
119,3.424214,C(C=C)SSCC=C,2006354.0
121,2.754252,Brc1ccc(C(=O)c2ccccc2)cc1,2102798.0
124,2.449778,Clc1ccc([C@@H]2C(=NN(C(=O)C2)c2ccc(OC)cc2)C(=O)OCC)cc1,7154724.0
125,3.474968,s1c(c(S(=O)(=O)C)c2ccccc12)C,2010885.0
126,2.310066,O=C1NC(=O)[C@H]2[C@@H]1C1=CC=CC1=C2C,1507463.0
127,4.397138,C(=O)(CCCCC(=O)N)N,7111201.0
128,3.333452,n1cc(cc(c2ccccc2)c1)c1ccccc1,7218413.0
129,4.802084,O=C([O-])[C@@H]([NH3+])CC(C)C,2005171.0
130,3.3783760000000003,O=C(Nc1ncccc1)c1ccc(cc1)C,7212663.0
131,3.609096,OC(=O)CCc1ccc(OCC(=O)O)cc1,8102103.0
132,3.812487,Clc1c(Cl)cc(Cl)cc1,7220022.0
133,2.567381,c1ccccc1C(=O)c1n(c(cn1)c1ccccc1)c1ccc(cc1)C,1542891.0
134,1.670002,O1[C@](C(=O)C[C@H]1COC(=O)c1ccc(N(=O)=O)cc1)(C)CC=C,1513955.0
135,3.446828,O=C1O[C@](OC)(C)[C@@]2(OC(=O)C(=C)N12)C,1543389.0
137,3.307583,O=C(NC(C)(C)C)C12N(C(=O)c3ccccc13)Cc1ccccc1C2,7117457.0
138,4.017657,[P@@]1(=O)(Oc2ccccc2)O[C@@H]([C@H]2O[C@@H]3OC(O[C@@H]3[C@H]2O1)(C)C)c1ccc(Cl)cc1,4024226.0
139,2.83061,c1(ccccc1)NC(=O)C(=O)OCC,2013612.0
140,3.021742,Fc1cc(CN2CCN(CCN(CCN(CC2)Cc2cc(F)cc(F)c2)Cc2cc(F)cc(F)c2)Cc2cc(F)cc(F)c2)cc(F)c1,1508608.0
141,3.545692,O([C@H]1[C@@H](O)[C@@H](O)CN([C@@H]1CO)Cc1ccccc1)Cc1ccccc1,1511957.0
142,1.982592,O1[C@@]23C(=O)c4ccccc4C(=O)[C@@]2(C2(CC2)C23CC2)C(=C1C)C(=O)OCC,4028375.0
143,5.74054,NC(=O)N,1544224.0
144,1.2295470000000002,Fc1ccc(cc1)C1=CC(=C2C=C(OC(=C2)c2ccc(cc2)F)c2ccc(cc2)F)C=C(O1)c1ccc(cc1)F,4001062.0
145,2.744406,Brc1ccc([C@@H]2[C@H]([C@H]([C@H]3[C@H]2CCCC3)O)N(=O)=O)cc1,4020174.0
146,3.1671560000000003,Clc1c(cc(Cl)c(Cl)c1)c1ccccc1,2204130.0
147,2.3509080000000004,s1c2c(c3ccccc3cc2c2ccccc12)c1csc2c1cccc2,4023085.0
148,2.077485,O=C1N(C(=O)C=C1)c1ccc2C(=O)N(C(=O)c2c1)Cc1ccccc1,2202678.0
149,2.0839480000000004,N(c1c(N(=O)=O)cc(c(NCCCCO)c1)N(=O)=O)CCCCO,1516375.0
150,3.3674530000000003,Clc1c2N(CC(=O)N[C@H](c3ccccc3)C)C(=O)CCSc2ccc1,4026407.0
151,1.95291,Fc1c(/C=C/C=C/C=C/c2c(F)c(F)c(c(c2F)F)F)c(F)c(c(c1F)F)F,1505114.0
152,2.918604,O=Cc1ccccc1OCC#C,2210951.0
153,3.961762,c1(ccccc1)[C@@H](CC(=O)OCc1ccccc1)NC(=O)[C@@H]1N(C(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)O[C@H]1C,4502463.0
154,2.338267,O(C(OCc1occc1)(OCc1occc1)CN(=O)=O)Cc1occc1,4020281.0
155,3.005428,O(C(=O)N/N=C/c1occc1)CC,2222226.0
156,1.968294,Clc1cc(Cl)ccc1C(=O)/C=C/c1ccc(OC)c(OC)c1,2209664.0
157,3.099197,O1C2(CCCN(C2=Nc2c1cccc2)Cc1ccccc1)c1ccccc1,7150292.0
158,2.933259,CCOC(=O)C1(N[C@H](N(c2cc(ccc2)C)[C@@H]1C#Cc1ccccc1)C#Cc1ccccc1)C(=O)OCC,1504948.0
159,1.889103,c1(c2c(cccc2)cc2c1cccc2)C(=O)O,7215124.0
160,3.218695,B1(Nc2c(cccc2)N1)B1Nc2c(cccc2)N1,7001656.0
161,3.224465,c1cccc2c1S(=O)(=O)c1c(O2)cccc1,2018306.0
162,1.496204,C1=CC#CC#CC=CC#CC#CC=CC#CC#CC=CC#CC#C1,1502975.0
163,3.237523,Brc1ccc([C@@H]2C[C@@](C(=O)OC)(O)OC3C(CCC2=3)=NO)cc1,7153038.0
165,3.754821,O=C(Nc1ccccc1)OCc1ccc(cc1)COC(=O)Nc1ccccc1,2209780.0
166,1.995027,[As]1(C(=CC=C1c1ccc(OC)cc1)c1ccc(OC)cc1)c1ccccc1,7038911.0
167,3.51526,O=C(O[C@@H]1[C@@H]2[C@@H]([C@H](c3cc4OCOc4cc13)c1ccc3OCOc3c1)C(=O)OC2)C,7154804.0
168,2.622256,c1cncc(C(=O)Nc2ccccc2)n1,7210752.0
171,3.211415,[C@H]12C(=O)CC(CC(=O)[C@H]([C@@H]1CCC2)CC(=O)C)(C)C,2006135.0
172,2.0151320000000004,C1(=O)c2ccccc2C(=O)c2c1n(c1ccccc1)nn2,7154609.0
173,2.577476,Brc1ccc(/C=C(CP(=O)(O)O)/C(=O)O)cc1,1505509.0
175,3.560966,[Sn](CN(C)C)(C)(C)C,4077787.0
176,4.332093,C1(=O)[C@H]([C@@H]2CC=CC[C@@H]2CO1)C#N,4117594.0
177,3.022318,Fc1c(c(F)c(F)nc1F)c1ccc(cc1)c1ccccc1,2008381.0
178,3.313322,O1[C@@H]([C@]2([C@@H](C=C1c1ccccc1)C(=O)N(C2=O)C(C)(C)C)C(=O)OC)C(=O)OC,7118331.0
179,2.901633,OC1(c2ccccc2)c2c(C(C1=O)(c1ccccc1)c1ccccc1)cccc2,1515617.0
180,4.35358,O=C(NC(=O)NCC)CCC(C)C,2103890.0
182,4.781876,[O-]C(=O)[C@@H]([NH3+])CCC,1543862.0
183,3.885136,O=C(Nc1nnnn1N(C(=O)C)C(=O)C)C,2222930.0
184,3.713215,c1nn(cn1)Cc1c(C)c(c(Cn2cncn2)c(c1C)C)C,7206488.0
185,3.06124,O=C1NC(O)CNc2nc[nH]c12,7154331.0
186,2.45546,c1c(C)cc(c2n(c(c3ccccc3)c(N(=O)=O)c2I)c2ccccc2)cc1C,1512367.0
187,2.923562,Clc1c(c2c(oc(c(C(=O)C)c2=O)C)cc1C)C,7154084.0
188,2.7209710000000005,c1ccc2c(c1)cc(cc2)COc1cc(c2ccccn2)nc(c1)c1ccccn1,7036058.0
189,2.173603,B1(c2c(B(c3c1cc1ccccc1c3)C)cc1ccccc1c2)C,4071997.0
190,2.589748,C(=C\c1ccccc1)(C(=O)OC)\N(=O)=O,4020603.0
191,4.698892000000001,O[C@@H]1[C@H]2[C@H]([C@@H](OC(=O)C)C[C@@]2(O)C)C1,1507617.0
192,2.308414,n12ccc3cc(cc(c4cc5OCOc5cc4c1=O)c23)OC,4028256.0
193,2.749002,[Ni]1([P](CC[P]1(C(C)C)C(C)C)(C(C)C)C(C)C)(O)C,4075640.0
196,3.604717,N1(c2cc(OC)cc(OC)c2)C(=O)CCC1,4020664.0
198,3.621206,O[C@H]1[C@H](c2ccccc2)[C@H](N(C1=O)C)[C@H](OC)c1ccccc1,1540482.0
199,2.393773,n1ccccc1c1ccc2Nc3ccccc3Cc2c1,4325398.0
200,3.32989,c1nn2c(n1)nccc2N,7017744.0
201,2.761546,O=c1c(cc2c(cc1)cccc2)C(=O)O,2005354.0
202,3.610828,c1(cc(cc(c1C1=C(C(C)(C)C)[C@](C(F)(F)F)(C(=O)OCC)O1)C)C)C,4107219.0
203,3.712645,n1[nH]nc(c1)c1ccccc1,1506095.0
205,2.0403450000000003,N(=O)(=O)c1ccc(OC(=O)CCC)c(=O)cc1,2200227.0
208,4.135837,O=S(=O)(N(C(=C(c1ccccc1)\C(c1ccccc1)c1ccccc1)\Cl)C)C,7154766.0
209,8.292259,CCC,1511805.0
210,3.074086,O(Cc1ccccc1)c1ccc(cc1)C(=O)[C@H](c1ccccc1)C,4101841.0
211,2.6536180000000003,c1(c(ccc(c1)N(=O)=O)O)C(=O)O,7208269.0
212,2.758036,c1(ccc(Cl)cc1)N,1520159.0
213,3.214151,O1[C@]23c4c(cccc4N(C2=O)C)C[C@H]2C(N4C(=O)[C@H](O)[C@]1(O)[C@@]4(O)[C@@H]32)(C)C,1517925.0
214,4.117341,c1(c(c(ccc1)C)C)NC(=O)C,2221827.0
215,2.672165,Oc1ccc(cc1)/C=N/NC(=O)OC,2218833.0
216,2.560981,CC(=O)c1ccncc1,2222407.0
217,3.150116,OC1(c2ccccc2c2c1cccc2)C,2012991.0
218,5.477064,C(=O)(OCCCC)C,2205224.0
219,4.073456,C(=C(/C(=O)NC(C)C)C#N)(NC(C)C)/O,4024035.0
220,4.127978,c12ccccc1[C@H]([C@H](C(=O)O2)C)CCC#N,7154938.0
221,2.315047,c12ccccc1c(c[nH]2)C=NN=Cc1c2c(cccc2)[nH]c1,2217771.0
222,3.4849270000000003,O(c1ccc([C@H](C=C)[C@H](C#N)c2ccc(OC)cc2)cc1)C,1517801.0
224,2.761281,COc1c(cc([C@]2(C(=O)N(Cc3ccccc3)c3c2cccc3)O)c(c1)O)OC,7218782.0
225,3.194559,O1[C@@H](OCCn2nnc(c3ncccc3)c2)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,7003676.0
226,1.967824,O=C1OC(=O)c2c3c1ccc1c3c(cc2)C(=O)OC1=O,2006823.0
227,3.599308,c1(ccc(cc1)[C@@H]([C@H]1C=CC(=O)O1)O)Br,4102673.0
229,3.2459590000000005,c1cc(c(cc1C(=O)[O-])O)O,2228025.0
230,3.91046,O=C(O)/C=C(\C(=O)O)C,2007015.0
231,3.4175760000000004,Brc1ccc(cc1)C[C@@]1(N=C(c2ccccc2)CC1)C(=O)OC(C)(C)C,7152830.0
232,1.980728,C(=C(C#N)C#N)c1c(cccc1)OCCCCCCOc1c(C=C(C#N)C#N)cccc1,7211302.0
234,2.320336,n1(cc(c(=O)c2cnc(nc12)N1CCCC1)C(=O)O)CC,2007914.0
235,3.90323,C1(=O)NC=CCC(=N1)N(CC)CC,7150365.0
236,1.914804,O=N(=O)C(=C/C=C(N1CCOCC1)\c1ccccc1)/c1c(O)ccc(OC(=O)C)c1,7154908.0
237,3.000309,Clc1c2c(nc(c1)C)cccc2C,2226811.0
238,5.073672999999999,O=C([O-])C[NH3+],4513000.0
239,2.173609,o1c(/C=C(C#N)/C(=O)C)ccc1C#N,2006748.0
240,2.8180000000000005,COc1ccsc1C(=O)C,2105586.0
241,2.575309,C(=O)c1cc(c[nH]1)Cc1c[nH]c(c1)C=O,4023913.0
242,2.613129,Ic1cccc2n1nnc2C#N,4024218.0
243,2.9484759999999994,Nc1scc(n1)c1csc(n1)N,2201928.0
244,3.0938420000000004,Oc1c(/C=N/[C@@]([C@](/N=C/c2c(O)cccc2)(C)C(=O)OC)(C)C(=O)OC)cccc1,7153163.0
245,4.367727,[C@]1([C@@H]([C@@H]2OC(OC2)(C)C)OC(=O)[C@H]1O)(O)C,2214780.0
246,4.035934,c1c(ccc(c1)CC(=O)O)O,2206112.0
247,2.177509,c12c3c(C(=C4CCN=C4)c2cccc1)cccc3,1529280.0
248,3.660257,O=C1N(Cc2ccccc2)C=CC(=O)N1,2203540.0
249,2.9540359999999994,c1(ccc(n1c1ccccc1)c1ccccc1)c1ccccc1,4086042.0
250,5.631413,O[C@H]1[C@H]2C(C)(C)[C@H](C2)CC1,4027840.0
251,2.0635250000000003,[nH]1c2C(=C(C#N)C#N)CCCc2c2cc(ccc12)C,2232576.0
252,2.179888,O(c1cccc2cccc(c12)C#CC(=O)OC)C,7204362.0
253,3.693484,c1(c(C(=O)O)coc1)C(=O)OCC,2208349.0
254,4.095791,[C@@]123[C@H]4COC[C@@]54C=C[C@@H]([C@H]1O5)O[C@]2(CC(=O)O3)C,7152987.0
255,4.937056,FC(C(=O)OC)C(=O)OC,7219929.0
256,5.763167999999999,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,2013641.0
257,5.127025,[NH3+][C@@H](CO)C(=O)[O-],2105105.0
260,1.466849,S(=O)(c1ccc(C)cc1)c1c(cccc1)[C@@](O)(CC)C#Cc1ccccc1,1501866.0
262,1.883607,Oc1cccc2c1C(=O)c1cccc(c1C2=O)O,2002075.0
263,3.352361,O(C(=O)Cn1c2c(nc1)c(N)ncn2)CCN1C(=O)[C@H]2[C@@H]3C=C[C@H]([C@H]2C1=O)C3,7213502.0
266,3.432397,O(c1ccc(CN2C(c3ccccc3CC2)C(=O)NC2CCCCC2)cc1)C,1542293.0
267,0.6826840000000001,N#CC(=CC(c1ccc(N(C)C)cc1)=C1C=CC(C=C1)=C(C#N)C#N)C#N,7102297.0
268,2.690713,N(=C(\c1c(O)cccc1)C)/c1ccc(OCC)cc1,1100661.0
269,2.904573,O1c2c(C[C@@H]3[C@@](O)(C)CC[C@H]3C1(C)C)c(O)cc(O)c2C(=O)C(C)C,1543147.0
270,1.715732,O[C@@H]1c2c(C3=C(C=C4N([C@@]13C)C(=O)c1c4cccc1)C)cccc2,7218991.0
271,3.600392,c1(ccc(cc1)OCC)NC(=O)C,1520185.0
272,3.814245,N#CC(=C(N)N)C#N,2004882.0
273,2.4019280000000003,c1(c(O)ccc(O)c1)C(=O)O,7053273.0
274,3.388965,N(=O)(=O)O[C@H]1[C@H]2OC[C@H](OC(=O)c3cc(OC(=O)C)c(OC(=O)C)c(OC(=O)C)c3)[C@H]2OC1,2223716.0
275,2.719627,C\1(=C\C#N)[C@@H]([C@@H]([C@@H](C=C1)O)O)O,2236498.0
276,2.476313,Nc1c2c(c3C(=O)c4ccccc4Oc3c1)CCC2,1508793.0
277,4.285459,O=C(NC(=O)NCC)CCC(C)C,2103891.0
278,4.155594,N1(C(=O)[C@@H]2[C@@H]3[C@H](O)[C@@H](O)[C@@H](C3)[C@@H]2C1=O)C,7153254.0
279,2.873807,O1[C@@]2(C(C)([C@@](CC2)(C1=O)C)C)C(=O)OC[C@](N(=O)=O)(C(N(=O)=O)(C)C)C,4020820.0
280,3.309369,O1CCN(CCn2cnc3c2cccc3)CC1,2203943.0
281,5.080557,C(CCl)(Cl)Cl,7103365.0
282,2.688699,c12ccccc1ccc1c2CC[C@](C1=O)(C)[C@H](C)CC(=O)OC,4109025.0
283,3.907426,CC[C@H]1c2ccccc2N([C@H](c2c1cccc2)C(=O)O)C(=O)C,2019482.0
285,4.697733,O([C@H]1CC[C@H]2[C@@H]3CC=C4[C@](C)(CCC=CC4)[C@H]3CC[C@]12C)C(=O)C,7154377.0
286,3.360606,Clc1cc2C(=O)OC(Cc2cc1)C(=O)OC,1512377.0
287,3.443436,Br[C@H]1[C@H]2c3c(cccc3)C(=O)N(CC[C@@H]1Br)C2,4022041.0
288,5.332135,[Si](C)(C)(C)C#C,2201329.0
289,3.310766,O1C(C)(C)OC(=O)C(C1=O)=CN(C)OC,2201974.0
290,3.15864,c1(=O)c2ccccc2nc2C(C(C)C)OC=Nn12,7150130.0
291,3.1970460000000003,[C@]12(C(=O)[C@@H]([C@](CC1)(O)C)CC2=O)CC,7151179.0
292,1.05852,c1(cc(OC)c(/C=N/C(=C(C#N)/N=C/c2ccc(cc2OC)N(C)C)C#N)cc1)N(C)C,7221735.0
293,2.66868,O1C(=C(C(C(=C1N)C#N)c1cccc2ccccc12)C(=O)OC(C)C)C,2016306.0
294,2.494731,N(=O)(=O)c1ccc(O)cc1,2100385.0
295,1.6091770000000003,O=N(=O)c1cc(NCc2ccc(cc2)C)ccc1,2234992.0
296,2.822302,O=C(c1ccccc1)Cc1ccccc1,2002019.0
297,3.014167,O1C2(C(=NNC2=O)C)C=CC1,7155270.0
298,5.621187,O[C@H]1O[C@H]2[C@H](O[C@@H]3OC(O[C@H]23)(C)C)CC1,4028709.0
299,4.415555,O=C1CC[C@@](O1)(c1ccccc1)[C@]1(CCC(=O)O1)c1ccccc1,2011562.0
301,4.166463,Cl[C@@H]1C(=O)O[C@@H]([C@@H]1O)Cc1ccccc1,4026401.0
304,2.7833050000000004,S(=O)(=O)(c1ccc(C)cc1)Cc1[nH]c(c2ccc(F)cc2)cc1,1518301.0
305,3.495456,S(=O)(=O)(N1[C@H](C[C@H]([C@H]1[C@@H]1OC(OC1)(C)C)C(=O)OCC)C(=O)OC)c1ccc(C)cc1,4028758.0
307,3.751451,B1(N(C)B(N(B(N1C)N)C)N)N,7212974.0
308,1.2357939999999998,s1c(cc2c1cc1c(c2)cc2cc3sc(cc3cc2c1)C)C,1508311.0
309,3.998979,O1C([C@]23OC[C@H]4[C@H]([C@@H]2CCC4)[C@@]3(C1=O)C(=O)OC)(C)C,1502101.0
310,3.82726,O1[C@@H]2O[C@@H]([C@@H](O)[C@@H]3O[C@@H](O[C@H]23)c2ccccc2)C1,2011802.0
312,2.865546,N(/N=C/c1cnccc1)C(=O)c1ccccc1,2223751.0
313,2.338666,CC(=O)O[C@@H]1C=C([C@@H](OC2CCCCC2)O[C@@H]1COC(=O)C)N(=O)=O,4028530.0
314,2.18945,c1n(ccn1)c1ccc(cc1)/C(=N/N=C(/c1ccc(cc1)n1cncc1)C)C,4310088.0
316,4.876399,O=C(O)CC(=O)O,4507995.0
317,4.137065,O=C1CCCCC(C(=O)OC)N1,7054439.0
318,2.9583639999999995,O(C(=O)c1c(c(N(=O)=O)cc(N(=O)=O)c1)C)C,2224982.0
